Downloaded from FDA Substances Added to Food <em>(formerly EAFUS)</em>; http://www.cfsanappsexternal.fda.gov/scripts/fdcc/?set=FoodSubstances; Last updated 5/19/2021; downloaded 9/28/2021.

"It is important to note that the inventory is only a partial list of food ingredients. Inclusion in this inventory of information from non-FDA entities does not indicate an FDA approval or evaluation of this use.  Always check the FDA regulations."

CAS Reg No (or other ID),Substance,Other Names,Used for (Technical Effect),Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg add01,Reg add02,Reg add03,Reg add04,Reg add05,Reg add06,Reg add07,Reg add08,Reg add09,Reg add10,Reg add11,Reg add12,Reg add13,Reg add14,Reg add16,Reg add17,Reg add18,Reg add19,Reg add20,Reg prohibited189,Reg Administrative,regs Labeling & Standards ,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
" 124-76-5"," ISOBORNEOL"," &diams; ISOBORNEOL<br />&diams; 2-BORNANOL, EXO-<br />&diams; 2-CAMPHANOL, EXO-<br />&diams; ISOCAMPHOL<br />&diams; ISOBORNYL ALCOHOL<br />&diams; BICYCLO(2.2.1)HEPTAN-2-OL, 1,7,7-TRIMETHYL-, (1R,2R,4R)-REL-<br />&diams; 1,7,7-TRIMETHYLBICYCLO(2.2.1)HEPTAN-2-OL, EXO-<br />&diams; 2-EXO-BORNYL ALCOHOL<br />&diams; ISOBORNEOL, (+-)-<br />&diams; ISOBORNEOL, DL-<br />&diams; 2-HYDROXY-1,7,7-TRIMETHYLNORBORNANE, EXO-"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2158"),=T("3"),,,=T("1386")
" 125-12-2"," ISOBORNYL ACETATE"," &diams; ISOBORNYL ACETATE<br />&diams; 2-BORNYL ACETATE, EXO-<br />&diams; 2-CAMPHANYL ACETATE, EXO-<br />&diams; ISOBORNYL ETHANOATE<br />&diams; ISOBORNEOL, ACETATE<br />&diams; BICYCLO(2.2.1)HEPTAN-2-OL, 1,7,7-TRIMETHYL-, ACETATE, EXO-<br />&diams; 1,7,7-TRIMETHYLBICYCLO(2.2.1)HEPTAN-2-YL ACETATE, EXO-<br />&diams; 2-EXO-BORNYL ACETATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2160"),=T("3"),=T("25"),,=T("1388")
" 1200-67-5"," ISOBORNYL FORMATE"," &diams; ISOBORNYL FORMATE<br />&diams; 2-BORNYL FORMATE, EXO-<br />&diams; 2-CAMPHANYL FORMATE, EXO-<br />&diams; ISOBORNYL METHANOATE<br />&diams; ISOBORNEOL, FORMATE<br />&diams; BICYCLO(2.2.1)HEPTAN-2-OL, 1,7,7-TRIMETHYL-, FORMATE, EXO-<br />&diams; 1,7,7-TRIMETHYLBICYCLO(2.2.1)HEPTAN-2-YL FORMATE, EXO-"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2162"),=T("3"),,,=T("1390")
" 85586-67-0"," ISOBORNYL ISOBUTYRATE"," &diams; ISOBORNYL ISOBUTYRATE<br />&diams; propanoic acid, 2-methyl-, (1R,2R,4R)-1,7,7-trimethylbicyclo(2.2.1)hept-2-yl ester, rel-<br />&diams; propanoic acid,2-methyl-, 1,7,7-trimethylbicyclo(2.2.1)hept-2-yl ester, exo-<br />&diams; 1,7,7-trimethylbicyclo(2.2.1)hept-2-yl 2-methylpropanoate, rel-(1R,2R,4R)<br />&diams; 1,7,7-trimethylbicyclo(2.2.1)hept-2-yl 2-methylpropanoate, exo-"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4146"),=T("22"),,,=T("1863")
" 7779-73-9"," ISOBORNYL ISOVALERATE"," &diams; ISOBORNYL ISOVALERATE<br />&diams; BUTANOIC ACID, 3-METHYL-, 1,7,7-TRIMETHYLBICYCLO(2.2.1)HEPT-2-YL ESTER, EXO-<br />&diams; ISOBORNYL 3-METHYLBUTANOATE<br />&diams; ISOBORNYL ISOPENTANOATE<br />&diams; ISOBORNYL ISOVALERIANATE<br />&diams; ISOVALERIC ACID, ISOBORNYL ESTER<br />&diams; 1,7,7-TRIMETHYLBICYCLO(2.2.1)HEPT-2-YL 3-METHYLBUTANOATE, EXO"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2166"),=T("3"),,,=T("1394")
" 94200-10-9"," ISOBORNYL 2-METHYLBUTYRATE"," &diams; ISOBORNYL 2-METHYLBUTYRATE<br />&diams; isobornyl 2-methylbutanoate<br />&diams; butyric acid, 2-methyl-, isobornyl ester<br />&diams; butanoic acid, 2-methyl-, 1,7,7-trimethylbicyclo(2.2.1)hept-2-yl ester<br />&diams; 1,7,7-trimethylbicyclo(2.2.1)hept-2-yl 2-methylbuatanoate<br />&diams; InChI=1S/C15H26O2/c1-6-10(2)13(16)17-12-9-11-7-8-15(12,5)14(11,3)4/h10-12H,6-9H2,1-5H3<br />&diams; InChIKey: CEVCMCWHMHJEQS-UHFFFAOYSA-N"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4147"),=T("22"),,,=T("1869")
" 2756-56-1"," ISOBORNYL PROPIONATE"," &diams; ISOBORNYL PROPIONATE<br />&diams; ISOBORNEOL, PROPIONATE<br />&diams; 2-CAMPHANYL PROPIONATE, EXO-<br />&diams; 2-BORNYL PROPIONATE, EXO-<br />&diams; BICYCLO(2.2.1)HEPTAN-2-OL, 1,7,7-TRIMETHYL-, PROPANOATE, EXO-<br />&diams; 1,7,7-TRIMETHYLBICYCLO(2.2.1)HEPTAN-2-YL PROPANOATE, EXO-"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2163"),=T("3"),,,=T("1391")
" 75-28-5"," ISOBUTANE"," &diams; ISOBUTANE<br />&diams; 2-METHYLPROPANE<br />&diams; PROPANE, 2-METHYL-"," PROPELLANT",,,,,,,=T("184.1165"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 110-19-0"," ISOBUTYL ACETATE"," &diams; ISOBUTYL ACETATE<br />&diams; ISOBUTYL ETHANOATE<br />&diams; 2-METHYL-1-PROPYL ACETATE<br />&diams; ACETIC ACID, 2-METHYLPROPYL ESTER<br />&diams; ACETIC ACID, ISOBUTYL ESTER<br />&diams; BETA-METHYLPROPYL ETHANOATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2175"),=T("3"),,,=T("137")
" 7779-75-1"," ISOBUTYL ACETOACETATE"," &diams; ISOBUTYL ACETOACETATE<br />&diams; BUTANOIC ACID, 3-OXO-, 2-METHYLPROPYL ESTER<br />&diams; ACETOACETIC ACID, ISOBUTYL ESTER<br />&diams; ISOBUTYL 3-KETOBUTYRATE<br />&diams; ISOBUTYL 3-KETOBUTANOATE<br />&diams; ISOBUTYL 3-OXOBUTANOATE<br />&diams; 2-METHYL-1-PROPYL ACETOACETATE<br />&diams; 2-METHYLPROPYL 3-OXOBUTANOATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2177"),=T("3"),=T("25"),,=T("597")
" 78-83-1"," ISOBUTYL ALCOHOL"," &diams; ISOBUTYL ALCOHOL<br />&diams; ISOBUTANOL<br />&diams; 2-METHYL-1-PROPANOL<br />&diams; ISOPROPYLCARBINOL<br />&diams; 1-PROPANOL, 2-METHYL-"," FLAVORING AGENT OR ADJUVANT",=T("73.1"),,,,,,=T("172.515"),=T("172.859"),=T("175.105"),=T("176.180"),=T("176.200"),=T("176.210"),=T("177.2800"),,,,,,,,,,,,,,,,=T("2179"),=T("3"),=T("25"),,=T("251")
" 78-81-9"," ISOBUTYLAMINE"," &diams; ISOBUTYLAMINE<br />&diams; 1-PROPANAMINE, 2-METHYL-<br />&diams; 2-METHYL-1-PROPANAMINE"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4239"),=T("22"),,,=T("1583")
" 7779-81-9"," ISOBUTYL ANGELATE"," &diams; ISOBUTYL ANGELATE<br />&diams; ISOBUTYL CIS-2-METHYL-2-BUTENOATE<br />&diams; 2-BUTENOIC ACID, 2-METHYL-, 2-METHYLPROPYL ESTER, (Z)-<br />&diams; 2-METHYLPROPYL 2-METHYL-2-BUTENOATE, (Z)-<br />&diams; CROTONIC ACID, 2-METHYL-, ISOBUTYL ESTER, (Z)-<br />&diams; ISOBUTYL 2-METHYLCROTONOATE, (Z)-<br />&diams; ANGELIC ACID, ISOBUTYL ESTER"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2180"),=T("3"),,,=T("1213")
" 7779-77-3"," ISOBUTYL ANTHRANILATE"," &diams; ISOBUTYL ANTHRANILATE<br />&diams; BENZOIC ACID, 2-AMINO-, 2-METHYLPROPYL ESTER<br />&diams; ANTHRANILIC ACID, ISOBUTYL ESTER<br />&diams; ISOBUTYL O-AMINOBENZOATE<br />&diams; ISOBUTYL 2-AMINOBENZOATE<br />&diams; 2-METHYLPROPYL 2-AMINOBENZOATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2182"),=T("3"),,,=T("1537")
" 120-50-3"," ISOBUTYL BENZOATE"," &diams; ISOBUTYL BENZOATE<br />&diams; 2-METHYLPROPYL BENZOATE<br />&diams; BENZOIC ACID, 2-METHYLPROPYL ESTER<br />&diams; BENZOIC ACID, ISOBUTYL ESTER"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2185"),=T("3"),=T("25"),,=T("856")
" 589-66-2"," ISOBUTYL 2-BUTENOATE"," &diams; ISOBUTYL 2-BUTENOATE<br />&diams; ISOBUTYL CROTONATE<br />&diams; 2-BUTENOIC ACID, 2-METHYLPROPYL ESTER<br />&diams; 2-METHYLPROPYL 2-BUTENOATE<br />&diams; CROTONIC ACID, ISOBUTYL ESTER<br />&diams; 2-METHYLPROPYL CROTONATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3432"),=T("8"),,,=T("1206")
" 539-90-2"," ISOBUTYL BUTYRATE"," &diams; ISOBUTYL BUTYRATE<br />&diams; 2-METHYL-1-PROPYL BUTYRATE<br />&diams; ISOBUTYL BUTANOATE<br />&diams; BUTANOIC ACID, 2-METHYLPROPYL ESTER<br />&diams; BUTANOIC ACID, ISOBUTYL ESTER"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2187"),=T("3"),=T("25"),,=T("158")
" 122-67-8"," ISOBUTYL CINNAMATE"," &diams; ISOBUTYL CINNAMATE<br />&diams; 2-METHYLPROPYL BETA-PHENYLACRYLATE<br />&diams; 2-METHYLPROPYL 3-PHENYLPROPENOATE<br />&diams; 2-METHYLPROPYL CINNAMATE<br />&diams; ISOBUTYL BETA-PHENYLACRYLATE<br />&diams; ISOBUTYL 3-PHENYLPROPENOATE<br />&diams; 2-PROPENOIC ACID, 3-PHENYL-, 2-METHYLPROPYL ESTER<br />&diams; CINNAMIC ACID, ISOBUTYL ESTER<br />&diams; 2-METHYLPROPYL 3-PHENYL-2-PROPENOATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2193"),=T("3"),,,=T("664")
" 18836-52-7"," N-ISOBUTYLDECA-TRANS-2-TRANS-4-DIENAMIDE"," &diams; N-ISOBUTYL-2,4-DECADIENAMIDE, TRANS, TRANS<br />&diams; N-isobutyl-2,4-decadienamide, (E, E)<br />&diams; pellitorine<br />&diams; N-(2-methylpropyl)-2,4-decadienamide, (E,E)-<br />&diams; 2,4-decadienamide, N-(2-methylpropyl)-, (E,E)<br />&diams; 2,4-decadienamide, N-isobutyl-, (E,E)-<br />&diams;  InChI=1S/C14H25NO/c1-4-5-6-7-8-9-10-11-14(16)15-12-13(2)3/h8-11,13H,4-7,<br />&diams; InChIKey: MAGQQZHFHJDIRE-BNFZFUHLSA-N"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4148"),=T("22"),,,=T("1598")
" 977161-98-0"," 2(4)-ISOBUTYL-4(2),6-DIMETHYLDIHYDRO-4H-1,3,5-DITHIAZINE"," &diams; DIHYDRO-2(OR 6)-ISOBUTYL-4,6(OR 2)-DIMETHYL-4H-1,3,5-DITHIAZINE<br />&diams; DIHYDRO-4,6(OR 2)-DIMETHYL-2(OR 6)-(2-METHYLPROPYL)-4H-1,3,5-DITHIAZINE<br />&diams; DIMETHYLISOBUTYLDIHYDRO-1,3,5-DITHIAZINE<br />&diams; DIHYDRO-4,6(OR 2)-DIMETHYL-2(OR 6)-ISOBUTYL-4H-1,3,5-DITHIAZINE<br />&diams; 2(OR 4)-ISOBUTYL-4(OR 2),6-DIMETHYLDIHYDRO-4H-1,3,5-DITHIAZINE"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3781"),=T("16"),,,=T("1046")
" 26131-91-9"," 2-ISOBUTYL-4,5-DIMETHYLOXAZOLE"," &diams; 2-ISOBUTYL-4,5-DIMETHYLOXAZOLE<br />&diams; oxazole, 4,5-dimethyl-2-(2-methylpropyl)-<br />&diams; 4,5-dimethyl-2-(2-methylpropyl)oxazole<br />&diams; oxazole, 2-isobutyl-4,5-dimethyl-<br />&diams; InChI=1S/C9H15NO/c1-6(2)5-9-10-7(3)8(4)11-9/h6H,5H2,1-4H3<br />&diams; InChIKey: SNRVAFQIIFPYDR-UHFFFAOYSA-N"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4397"),=T("23"),,,=T("1556")
" 9010-85-9"," ISOBUTYLENE-ISOPRENE COPOLYMER"," &diams; POLY(ISOBUTYLENE-CO-ISOPRENE)<br />&diams; BUTYL RUBBER<br />&diams; ISOBUTYLENE-ISOPRENE COPOLYMER<br />&diams; ISOPRENE, POLYMER WITH 2-METHYLPROPENE<br />&diams; POLY(2-METHYL-1,3-BUTADIENE-CO-2-METHYL-1-PROPENE)<br />&diams; 1,3-BUTADIENE, 2-METHYL-, POLYMER WITH 2-METHYL-1-PROPENE"," MASTICATORY SUBSTANCE",,,,,,,=T("172.615"),=T("175.105"),=T("175.125"),=T("175.300"),=T("175.320"),=T("176.180"),=T("177.1010"),=T("177.1210"),=T("177.1420"),=T("177.2600"),=T("178.1005"),=T("178.3850"),,,,,,,,,,,,,,,
" 542-55-2"," ISOBUTYL FORMATE"," &diams; ISOBUTYL FORMATE<br />&diams; ISOBUTYL METHANOTE<br />&diams; 2-METHYL-1-PROPYL FORMATE<br />&diams; TETRYL FORMATE<br />&diams; FORMIC ACID, 2-METHYLPROPYL ESTER<br />&diams; 2-METHYLPROPYL FORMATE<br />&diams; FORMIC ACID, ISOBUTYL ESTER"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2197"),=T("3"),=T("25"),,=T("124")
" 105-01-1"," ISOBUTYL 2-FURANPROPIONATE"," &diams; ISOBUTYL 2-FURANPROPIONATE<br />&diams; ISOBUTYL FURYLPROPIONATE<br />&diams; ISOBUTYL 3-(2-FURAN)PROPIONATE<br />&diams; ISOBUTYL FURFURYLACETATE<br />&diams; ISOBUTYL 3-(2-FURYL)PROPANOATE<br />&diams; 2-FURANPROPANOIC ACID, 2-METHYLPROPYL ESTER<br />&diams; 2-METHYLPROPYL 2-FURANPROPANOATE<br />&diams; 2-FURANPROPIONIC ACID, ISOBUTYL ESTER"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2198"),=T("3"),,,=T("1514")
" 7779-80-8"," ISOBUTYL HEPTANOATE"," &diams; ISOBUTYL HEPTANOATE<br />&diams; ISOBUTYL HEPTOATE<br />&diams; 2-METHYL-1-PROPYL HEPTANOATE<br />&diams; HEPTANOIC ACID, 2-METHYLPROPYL ESTER<br />&diams; HEPTANOIC ACID, ISOBUTYL ESTER<br />&diams; 2-METHYLPROPYL HEPTANOATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2200"),=T("3"),,,=T("172")
" 105-79-3"," ISOBUTYL HEXANOATE"," &diams; ISOBUTYL HEXANOATE<br />&diams; ISOBUTYL CAPROATE<br />&diams; 2-METHYL-1-PROPYL CAPROATE<br />&diams; HEXANOIC ACID, 2-METHYLPROPYL ESTER<br />&diams; 2-METHYLPROPYL HEXANOATE<br />&diams; HEXANOIC ACID, ISOBUTYL ESTER"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2202"),=T("3"),,,=T("166")
" 97-85-8"," ISOBUTYL ISOBUTYRATE"," &diams; ISOBUTYL ISOBUTYRATE<br />&diams; ISOBUTYL 2-METHYLPROPANOATE<br />&diams; 2-METHYL-1-PROPYL 2-METHYLPROPANOATE<br />&diams; PROPANOIC ACID, 2-METHYL-, 2-METHYLPROPYL ESTER<br />&diams; ISOBUTYRIC ACID, ISOBUTYL ESTER<br />&diams; 2-METHYLPROPYL 2-METHYLPROPANOATE<br />&diams; 2-METHYLPROPYL ISOBUTYRATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2189"),=T("3"),=T("25"),,=T("194")
" 591-82-2"," ISOBUTYL ISOTHIOCYANATE"," &diams; ISOBUTYL ISOTHIOCYANATE<br />&diams; propane, 1-isothiocyanato-2-methyl-<br />&diams; 1-isothiocyanato-2-methylpropane<br />&diams; isothiocyanic acid, isobutyl ester<br />&diams; 2-methylpropyl isothiocyanate<br />&diams; InChI=1S/C5H9NS/c1-5(2)3-6-4-7/h5H,3H2,1-2H3<br />&diams; InChIKey: NSDDRJXKROCWRZ-UHFFFAOYSA-N"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4424"),=T("23"),,,=T("1886")
" 24683-00-9"," 2-ISOBUTYL-3-METHOXYPYRAZINE"," &diams; 2-ISOBUTYL-3-METHOXYPYRAZINE<br />&diams; PYRAZINE, 2-METHOXY-3-(2-METHYLPROPYL)-<br />&diams; PYRAZINE, 2-ISOBUTYL-3-METHOXY-<br />&diams; 2-METHOXY-3-(2-METHYLPROPYL)PYRAZINE"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3132"),=T("4"),,,=T("792")
" 65505-24-0"," ISOBUTYL N-METHYLANTHRANILATE"," &diams; ISOBUTYL N-METHYLANTHRANILATE<br />&diams; BENZOIC ACID, 2-(METHYLAMINO)-, 2-METHYLPROPYL ESTER<br />&diams; ISOBUTYL 2-N-METHYLAMINOBENZOATE<br />&diams; 2-METHYLPROPYL 2-N-METHYLAMINOBENZOATE<br />&diams; 2-METHYLPROPYL 2-(METHYLAMINO)BENZOATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4149"),=T("22"),,,=T("1548")
" 13925-06-9"," 2-ISOBUTYL-3-METHYLPYRAZINE"," &diams; 2-ISOBUTYL-3-METHYLPYRAZINE<br />&diams; PYRAZINE, 2-METHYL-3-(2-METHYLPROPYL)-<br />&diams; PYRAZINE, 2-ISOBUTYL-3-METHYL-<br />&diams; 2-METHYL-3-ISOBUTYLPYRAZINE<br />&diams; 2-METHYL-3-(2-METHYLPROPYL)PYRAZINE"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3133"),=T("4"),,,=T("773")
" 127931-21-9"," (+/-)-ISOBUTYL 3-METHYLTHIOBUTYRATE"," &diams; ISOBUTYL 3-METHYLTHIOBUTYRATE<br />&diams; butanoic acid, 3-(methylthio)-, 2-methylpropyl ester<br />&diams; 2-methylpropyl 3-(methylthio)butanoate"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4150"),=T("22"),,,=T("1677")
" 102-13-6"," ISOBUTYL PHENYLACETATE"," &diams; ISOBUTYL PHENYLACETATE<br />&diams; BENZENEACETIC ACID, 2-METHYLPROPYL ESTER<br />&diams; ACETIC ACID, PHENYL-, ISOBUTYL ESTER<br />&diams; ISOBUTYL ALPHA-TOLUATE<br />&diams; 2-METHYLPROPYL PHENYLACETATE<br />&diams; 2-METHYLPROPYL BENZENEACETATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2210"),=T("3"),,,=T("1013")
" 540-42-1"," ISOBUTYL PROPIONATE"," &diams; ISOBUTYL PROPIONATE<br />&diams; ISOBUTYL PROPANOATE<br />&diams; 2-METHYL-1-PROPYL PROPANOATE<br />&diams; PROPANOIC ACID, 2-METHYLPROPYL ESTER<br />&diams; 2-METHYLPROPYL PROPANOATE<br />&diams; PROPIONIC ACID, ISOBUTYL ESTER"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2212"),=T("3"),,,=T("148")
" 87-19-4"," ISOBUTYL SALICYLATE"," &diams; ISOBUTYL SALICYLATE<br />&diams; 2-METHYL-1-PROPYL SALICYLATE<br />&diams; ISOBUTYL O-HYDROXYBENZOATE<br />&diams; 2-METHYLPROPYL O-HYDROXYBENZOATE<br />&diams; BENZOIC ACID, 2-HYDROXY-, 2-METHYLPROPYL ESTER<br />&diams; 2-METHYLPROPYL 2-HYDROXYBENZOATE<br />&diams; SALICYLIC ACID, ISOBUTYL ESTER"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2213"),=T("3"),=T("25"),,=T("902")
" 18640-74-9"," 2-ISOBUTYLTHIAZOLE"," &diams; 2-ISOBUTYLTHIAZOLE<br />&diams; 2-ISOBUTYL-1,3-THIAZOLE<br />&diams; THIAZOLE, 2-(2-METHYLPROPYL)-<br />&diams; 2-(2-METHYLPROPYL)THIAZOLE<br />&diams; THIAZOLE, 2-ISOBUTYL-"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("3134"),=T("4"),,,=T("1034")
" 5421-27-2"," ISOBUTYL 10-UNDECENOATE"," &diams; ISOBUTYL 10-UNDECENOATE<br />&diams; 10-undecenoic acid, 2-methylpropyl ester<br />&diams; 2-methylpropyl 10-undecenoate<br />&diams; isobutyl undec-10-enoate<br />&diams; InChI=1S/C15H28O2/c1-4-5-6-7-8-9-10-11-12-15(16)17-13-14(2)3/h4,14H,1,5-13H2,2-3H3<br />&diams; InChIKey: YXJSBTYPYXKWDB-UHFFFAOYSA-N"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4358"),=T("23"),,,=T("1634")
" 78-84-2"," ISOBUTYRALDEHYDE"," &diams; ISOBUTYRALDEHYDE<br />&diams; PROPANAL, 2-METHYL-<br />&diams; ISOBUTYRIC ALDEHYDE<br />&diams; ISOBUTYLALDEHYDE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2220"),=T("3"),=T("25"),,=T("252")
" 79-31-2"," ISOBUTYRIC ACID"," &diams; ISOBUTYRIC ACID<br />&diams; ISOPROPYLFORMIC ACID<br />&diams; 2-METHYLPROPANOIC ACID<br />&diams; 2-METHYLPROPIONIC ACID<br />&diams; PROPANOIC ACID, 2-METHYL-<br />&diams; DIMETHYLACETIC ACID<br />&diams; METHYLPROPIONIC ACID, ALPHA-"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2222"),=T("3"),=T("25"),,=T("253")
" 1335-66-6"," ISOCYCLOCITRAL"," &diams; ISOCYCLOCITRAL"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 97-54-1"," ISOEUGENOL"," &diams; ISOEUGENOL<br />&diams; 2-METHOXY-4-PROPENYLPHENOL<br />&diams; 1-HYDROXY-2-METHOXY-4-PROPEN-1-YLBENZENE<br />&diams; 2-METHOXY-4-(1-PROPENYL)PHENOL<br />&diams; 3-METHOXY-4-HYDROXY-1-PROPEN-1-YLBENZENE<br />&diams; 4-HYDROXY-3-METHOXY-1-PROPEN-1-YLBENZENE<br />&diams; 4-HYDROXY-3-METHOXYPROPENYLBENZENE<br />&diams; 4-PROPENYLGUAIACOL<br />&diams; PHENOL, 2-METHOXY-4-(1-PROPENYL)-<br />&diams; PHENOL, 2-METHOXY-4-PROPENYL-<br />&diams; 1-(3-METHOXY-4-HYDROXYPHENYL)-1-PROPANE<br />&diams; NSC-6769"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2468"),=T("3"),,,=T("1260")
" 93-29-8"," ISOEUGENYL ACETATE"," &diams; ISOEUGENYL ACETATE<br />&diams; 2-METHOXY-4-PROPENYLPHENYL ACETATE<br />&diams; ACETYL ISOEUGENOL<br />&diams; 4-ACETOXY-3-METHOXY-1-(1-PROPEN-1-YL)BENZENE<br />&diams; PHENOL, 2-METHOXY-4-(1-PROPENYL)-, ACETATE<br />&diams; 2-METHOXY-4-(1-PROPENYL)PHENYL ACETATE<br />&diams; PHENOL, 2-METHOXY-4-PROPENYL-, ACETATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2470"),=T("3"),,,=T("1262")
" 120-11-6"," ISOEUGENYL BENZYL ETHER"," &diams; ISOEUGENYL BENZYL ETHER<br />&diams; BENZYL 2-METHOXY-4-PROPENYLPHENYL ETHER<br />&diams; BENZENE, 2-METHOXY-1-(PHENYLMETHOXY)-4-(1-PROPENYL)-<br />&diams; BENZENE, 1-(BENZYLOXY)-2-METHOXY-4-PROPENYL-<br />&diams; 1-BENZYLOXY-2-METHOXY-4-PROPENYLBENZENE<br />&diams; 2-METHOXY-4-PROPENYLPHENYL BENZYL ETHER<br />&diams; 2-METHOXY-1-(PHENYLMETHOXY)-4-(1-PROPENYL)BENZENE<br />&diams; 4-PROPENYL-1-BENZYLOXY-2-METHOXYBENZENE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("3698"),=T("13"),,,=T("1268")
" 7784-67-0"," ISOEUGENYL ETHYL ETHER"," &diams; ISOEUGENYL ETHYL ETHER<br />&diams; BENZENE, 1-ETHOXY-2-METHOXY-4-(1-PROPENYL)-<br />&diams; BENZENE, 1-ETHOXY-2-METHOXY-4-PROPENYL-<br />&diams; 1-ETHOXY-2-METHOXY-4-PROPENYLBENZENE<br />&diams; 2-ETHOXY-5-PROPENYLANISOLE<br />&diams; 1-ETHOXY-2-METHOXY-4-(1-PROPENYL)BENZENE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2472"),=T("3"),,,=T("1267")
